"Orgunit ID","Data ID","Orgunit name","Data","Jan 21","Fév 21","Mar 21","Avr 21","Mai 21","Jun 21","Jul 21","Aou 21","Sep 21","Oct 21","Nov 21","Déc 21","Max Z score","Max modified Z score","Gap weight","Outlier weight","Total weight"
"D0qDi21TvD6","tGXOuASptkw","CSI Doume","RMA2020_Cons_3. Affections aigues des voies respiratoires superieures","5.0","4.0","7.0","","","","","","","","7.0","9.0","1.33","1.01","49","0","49"
"XPlWSsf0gSI","tGXOuASptkw","CSI Mangai","RMA2020_Cons_3. Affections aigues des voies respiratoires superieures","","","","","","1.0","","","","","","","0","0","11","0","11"
"N9jOjZrqhQv","tGXOuASptkw","CSI Mankim","RMA2020_Cons_3. Affections aigues des voies respiratoires superieures","2.0","2.0","","","","","","","","","","","0","0","20","0","20"
"nzv0gQyvNrA","tGXOuASptkw","CSI Nditam","RMA2020_Cons_3. Affections aigues des voies respiratoires superieures","","","","","5.0","","","7.0","3.0","","","15","1.43","3.04","48","0","48"
"zNlw7VrVqRW","tGXOuASptkw","HD Yoko","RMA2020_Cons_3. Affections aigues des voies respiratoires superieures","5.0","4.0","3.0","3.0","1.0","4.0","6.0","7.0","","","","","1.66","2.02","16","0","16"
"RSmXTchRJqY","MFgRiRDXmqH","CMA de Ndjole","RMA2020_Cons_4. Affections aigues des voies respiratoires inferieures","","","","1.0","1.0","","2.0","","2.0","2.0","4.0","2.0","2","0","10","2","12"
"sR6JNlTJ0to","MFgRiRDXmqH","CSI Kong","RMA2020_Cons_4. Affections aigues des voies respiratoires inferieures","","10","","","","","","","","","","","0","0","110","0","110"
"XPlWSsf0gSI","MFgRiRDXmqH","CSI Mangai","RMA2020_Cons_4. Affections aigues des voies respiratoires inferieures","","","","","","","","","","","","4.0","0","0","44","0","44"
"N9jOjZrqhQv","MFgRiRDXmqH","CSI Mankim","RMA2020_Cons_4. Affections aigues des voies respiratoires inferieures","1.0","1.0","","","","","","","","","","","0","0","10","0","10"
"nzv0gQyvNrA","MFgRiRDXmqH","CSI Nditam","RMA2020_Cons_4. Affections aigues des voies respiratoires inferieures","","","","","","","10","","","19","","","0.71","0.67","145","0","145"
"zNlw7VrVqRW","MFgRiRDXmqH","HD Yoko","RMA2020_Cons_4. Affections aigues des voies respiratoires inferieures","1.0","3.0","1.0","","1.0","2.0","1.0","2.0","","","","","1.82","0","5","0","5"
"RSmXTchRJqY","fYfTtYrM3vZ","CMA de Ndjole","RMA2020_Cons_6. Maladies intestinales infectieuses","6.0","","1.0","13","13","3.0","","","1.0","3.0","3.0","","1.54","3.37","12","0","12"
"uw6cm086opa","fYfTtYrM3vZ","CMA Ngambe Tikar","RMA2020_Cons_6. Maladies intestinales infectieuses","17","17","","","17","","","","","","","","0","0","153","0","153"
"D0qDi21TvD6","fYfTtYrM3vZ","CSI Doume","RMA2020_Cons_6. Maladies intestinales infectieuses","","","","","","","","","19","","7.0","","0.71","0.67","130","0","130"
"N9jOjZrqhQv","fYfTtYrM3vZ","CSI Mankim","RMA2020_Cons_6. Maladies intestinales infectieuses","","","","","","","1.0","1.0","","","2.0","2.0","0.87","0.67","12","0","12"
"nzv0gQyvNrA","fYfTtYrM3vZ","CSI Nditam","RMA2020_Cons_6. Maladies intestinales infectieuses","","","","","47","","","","","","","","0","0","517","0","517"
"zNlw7VrVqRW","fYfTtYrM3vZ","HD Yoko","RMA2020_Cons_6. Maladies intestinales infectieuses","22","12","13","20","12","22","20","19","","","","","1.25","2.02","78","0","78"
"wvzN1KcMmlY","BAxMPUQT4YD","Centre de Sante Prive Protestant de Yoko","RMA2020_Hospi_1. Accouchement","","","5.0","","","","","","1.0","3.0","3.0","","1.22","1.35","24","0","24"
"RSmXTchRJqY","BAxMPUQT4YD","CMA de Ndjole","RMA2020_Hospi_1. Accouchement","1.0","","10","1.0","1.0","3.0","3.0","1.0","5.0","3.0","1.0","2.0","2.65","5.4","2","8","10"
"uw6cm086opa","BAxMPUQT4YD","CMA Ngambe Tikar","RMA2020_Hospi_1. Accouchement","13","13","","","13","","","","","","","","0","0","117","0","117"
"lhdY6WyuP7u","BAxMPUQT4YD","CS Family Health Care Clinic","RMA2020_Hospi_1. Accouchement","6.0","","4.0","6.0","6.0","5.0","5.0","8.0","","","","","1.82","1.35","30","0","30"
"nZc3rqI1Nji","BAxMPUQT4YD","CS PRIVE LES PREMICES","RMA2020_Hospi_1. Accouchement","","","","","","","","2.0","","","","","0","0","22","0","22"
"shfmo34VyRC","BAxMPUQT4YD","CSI DE MINFOUMBE","RMA2020_Hospi_1. Accouchement","","","","3.0","","","4.0","2.0","1.0","1.0","","1.0","1.58","3.37","9","0","9"
"D0qDi21TvD6","BAxMPUQT4YD","CSI Doume","RMA2020_Hospi_1. Accouchement","2.0","","7.0","","","8.0","","","5.0","5.0","11","11","1.51","1.69","35","0","35"
"sR6JNlTJ0to","BAxMPUQT4YD","CSI Kong","RMA2020_Hospi_1. Accouchement","","2.0","","","","","","","","","","","0","0","22","0","22"
"S3j43hvIIYT","BAxMPUQT4YD","CSI Linte","RMA2020_Hospi_1. Accouchement","1.0","","","","","4.0","4.0","","","","","","1.15","0","36","0","36"
"XPlWSsf0gSI","BAxMPUQT4YD","CSI Mangai","RMA2020_Hospi_1. Accouchement","5.0","","1.0","2.0","","","4.0","","","2.0","3.0","","1.47","1.69","15","0","15"
"N9jOjZrqhQv","BAxMPUQT4YD","CSI Mankim","RMA2020_Hospi_1. Accouchement","2.0","2.0","","","3.0","5.0","3.0","3.0","3.0","2.0","2.0","2.0","2.42","3.37","5","3","8"
"nzv0gQyvNrA","BAxMPUQT4YD","CSI Nditam","RMA2020_Hospi_1. Accouchement","2.0","","","","","","","","","4.0","","","0.71","0.67","30","0","30"
"zNlw7VrVqRW","BAxMPUQT4YD","HD Yoko","RMA2020_Hospi_1. Accouchement","18","11","9.0","11","10","8.0","13","11","","","","","2.16","3.15","44","8","52"
"RSmXTchRJqY","Pvsotv9I2NM","CMA de Ndjole","RMA2020_Hospi_11. Maladies intestinales infectieuses","1.0","2.0","","6.0","6.0","1.0","","","1.0","1.0","","","1.45","0","5","0","5"
"uw6cm086opa","Pvsotv9I2NM","CMA Ngambe Tikar","RMA2020_Hospi_11. Maladies intestinales infectieuses","11","11","","","11","","","","","","","","0","0","99","0","99"
"N9jOjZrqhQv","Pvsotv9I2NM","CSI Mankim","RMA2020_Hospi_11. Maladies intestinales infectieuses","","","","","","","","","1.0","1.0","","","0","0","10","0","10"
"zNlw7VrVqRW","Pvsotv9I2NM","HD Yoko","RMA2020_Hospi_11. Maladies intestinales infectieuses","8.0","5.0","10","8.0","","11","11","12","","","","","1.76","1.69","50","0","50"
"uw6cm086opa","M6qPRZUwkGG","CMA Ngambe Tikar","RMA2020_Hospi_8. Affections aigues des voies respiratoires superieures","12","12","","","12","","","","","","","","0","0","108","0","108"
"D0qDi21TvD6","M6qPRZUwkGG","CSI Doume","RMA2020_Hospi_8. Affections aigues des voies respiratoires superieures","","","","1.0","","2.0","","","","2.0","","","1.15","0","18","0","18"
"sR6JNlTJ0to","M6qPRZUwkGG","CSI Kong","RMA2020_Hospi_8. Affections aigues des voies respiratoires superieures","","2.0","","","","","","","","","","","0","0","22","0","22"
"XPlWSsf0gSI","M6qPRZUwkGG","CSI Mangai","RMA2020_Hospi_8. Affections aigues des voies respiratoires superieures","","","","","","1.0","","","","","","","0","0","11","0","11"
"N9jOjZrqhQv","M6qPRZUwkGG","CSI Mankim","RMA2020_Hospi_8. Affections aigues des voies respiratoires superieures","","","","","","","","","","1.0","","","0","0","11","0","11"
"nzv0gQyvNrA","M6qPRZUwkGG","CSI Nditam","RMA2020_Hospi_8. Affections aigues des voies respiratoires superieures","","","","","5.0","","","7.0","3.0","","18","","1.45","4.05","48","13","61"
"zNlw7VrVqRW","M6qPRZUwkGG","HD Yoko","RMA2020_Hospi_8. Affections aigues des voies respiratoires superieures","2.0","","","","","","","2.0","","","","","0","0","20","0","20"
"OziphTTnhOB","M6qPRZUwkGG","Infirmerie de la prison - Yoko","RMA2020_Hospi_8. Affections aigues des voies respiratoires superieures","","","","14","","","","","","","","","0","0","154","0","154"
"RSmXTchRJqY","w3JCAH7Hju2","CMA de Ndjole","RMA2020_Hospi_9. Affections aigues des voies respiratoires inferieures","","","","1.0","1.0","","1.0","","","","","2.0","1.5","0","8","0","8"
"zNlw7VrVqRW","w3JCAH7Hju2","HD Yoko","RMA2020_Hospi_9. Affections aigues des voies respiratoires inferieures","","1.0","","","1.0","1.0","2.0","2.0","","","","","1.1","0","7","0","7"
"wvzN1KcMmlY","hLKUv4eYYRp","Centre de Sante Prive Protestant de Yoko","RMA2020_Hospi_6. Paludisme","","","9.0","","","","","2.0","47","12","12","","1.74","7.87","84","38","122"
"RSmXTchRJqY","hLKUv4eYYRp","CMA de Ndjole","RMA2020_Hospi_6. Paludisme","2.0","7.0","","5.0","5.0","10","5.0","6.0","5.0","4.0","4.0","4.0","2.36","3.37","5","5","10"
"uw6cm086opa","hLKUv4eYYRp","CMA Ngambe Tikar","RMA2020_Hospi_6. Paludisme","51","51","","","51","","","","","","","","0","0","459","0","459"
"lhdY6WyuP7u","hLKUv4eYYRp","CS Family Health Care Clinic","RMA2020_Hospi_6. Paludisme","76","","64","76","76","60","35","69","","","","","2.04","3.28","345","35","380"
"nZc3rqI1Nji","hLKUv4eYYRp","CS PRIVE LES PREMICES","RMA2020_Hospi_6. Paludisme","","","","","","","","10","","","","","0","0","110","0","110"
"shfmo34VyRC","hLKUv4eYYRp","CSI DE MINFOUMBE","RMA2020_Hospi_6. Paludisme","2.0","","","","","","1.0","5.0","2.0","3.0","","","1.58","2.02","14","0","14"
"D0qDi21TvD6","hLKUv4eYYRp","CSI Doume","RMA2020_Hospi_6. Paludisme","6.0","6.0","1.0","2.0","","7.0","","","5.0","15","","6.0","2.14","6.07","24","10","34"
"sR6JNlTJ0to","hLKUv4eYYRp","CSI Kong","RMA2020_Hospi_6. Paludisme","","4.0","","","","","5.0","","3.0","1.0","5.0","5.0","1.77","4.72","27","3","30"
"S3j43hvIIYT","hLKUv4eYYRp","CSI Linte","RMA2020_Hospi_6. Paludisme","24","","","","","7.0","5.0","","","","","","1.15","5.73","63","18","81"
"XPlWSsf0gSI","hLKUv4eYYRp","CSI Mangai","RMA2020_Hospi_6. Paludisme","","","9.0","7.0","","1.0","4.0","","4.0","1.0","","3.0","1.64","1.12","20","0","20"
"N9jOjZrqhQv","hLKUv4eYYRp","CSI Mankim","RMA2020_Hospi_6. Paludisme","","","","20","24","","21","21","","","","","1.44","4.05","168","3","171"
"nzv0gQyvNrA","hLKUv4eYYRp","CSI Nditam","RMA2020_Hospi_6. Paludisme","28","49","65","56","47","41","67","37","","33","37","23","1.6","2.19","41","0","41"
"zNlw7VrVqRW","hLKUv4eYYRp","HD Yoko","RMA2020_Hospi_6. Paludisme","28","18","20","20","13","37","","30","","","","","1.61","1.64","100","0","100"
"OziphTTnhOB","hLKUv4eYYRp","Infirmerie de la prison - Yoko","RMA2020_Hospi_6. Paludisme","","","","118","124","","78","","103","103","","120","1.74","2.58","663","0","663"
"lhdY6WyuP7u","DFwdE4xc8tW","CS Family Health Care Clinic","RMA2020_Deces_1. Accouchement","","","4.0","","","","","","","","","","0","0","44","0","44"
"D0qDi21TvD6","DFwdE4xc8tW","CSI Doume","RMA2020_Deces_1. Accouchement","","","","","8.0","","","","","","","","0","0","88","0","88"
"XPlWSsf0gSI","DFwdE4xc8tW","CSI Mangai","RMA2020_Deces_1. Accouchement","","3.0","","","","","","","","","","","0","0","33","0","33"
"N9jOjZrqhQv","DFwdE4xc8tW","CSI Mankim","RMA2020_Deces_1. Accouchement","","","","","","","","","","1.0","","","0","0","11","0","11"
"RSmXTchRJqY","ItF3E9Secw2","CMA de Ndjole","RMA2020_Deces_6. Paludisme","","","","","","","","1.0","","","","","0","0","11","0","11"
"D0qDi21TvD6","ItF3E9Secw2","CSI Doume","RMA2020_Deces_6. Paludisme","","","","","10","","","","","","","","0","0","110","0","110"
"XPlWSsf0gSI","ItF3E9Secw2","CSI Mangai","RMA2020_Deces_6. Paludisme","","3.0","","","","","","","","","","","0","0","33","0","33"
"zNlw7VrVqRW","ItF3E9Secw2","HD Yoko","RMA2020_Deces_6. Paludisme","","1.0","","","","1.0","","","","","","","0","0","10","0","10"
