"Orgunit ID","Data ID","Orgunit name","Data","Jan 21","Fév 21","Mar 21","Avr 21","Mai 21","Jun 21","Jul 21","Aou 21","Sep 21","Oct 21","Nov 21","Déc 21","Max Z score","Max modified Z score","Gap weight","Outlier weight","Total weight"
"OziphTTnhOB","Or0dTqyc6px","Infirmerie de la prison - Yoko","RMA2017_38. Nombre de Naissances vivantes enregistrees dans la formation sanitaire au cours du mois","","","","","2.0","","","","","","","","0","0","22","0","22"
"wvzN1KcMmlY","qap7LuzNrOE","Centre de Sante Prive Protestant de Yoko","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","","","","","","","","","","3.0","3.0","","0","0","30","0","30"
"RSmXTchRJqY","qap7LuzNrOE","CMA de Ndjole","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","","","","2.0","2.0","","1.0","1.0","","","3.0","","1.43","0.67","14","0","14"
"shfmo34VyRC","qap7LuzNrOE","CSI DE MINFOUMBE","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","3.0","","","","8.0","","","1.0","6.0","5.0","7.0","3.0","1.49","1.35","25","0","25"
"D0qDi21TvD6","qap7LuzNrOE","CSI Doume","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","6.0","6.0","5.0","4.0","7.0","3.0","4.0","","1.0","","11","","2.05","4.05","15","7","22"
"sR6JNlTJ0to","qap7LuzNrOE","CSI Kong","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","","","","","5.0","","","","","2.0","","","0.71","0.67","35","0","35"
"S3j43hvIIYT","qap7LuzNrOE","CSI Linte","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","1.0","2.0","","","2.0","4.0","2.0","1.0","","","","","1.83","2.7","12","0","12"
"XPlWSsf0gSI","qap7LuzNrOE","CSI Mangai","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","","2.0","3.0","","","4.0","2.0","2.0","","2.0","1.0","2.0","1.97","0","8","0","8"
"N9jOjZrqhQv","qap7LuzNrOE","CSI Mankim","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","1.0","1.0","","","","1.0","","","","","","","0","0","9","0","9"
"nzv0gQyvNrA","qap7LuzNrOE","CSI Nditam","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","1.0","1.0","3.0","","","2.0","1.0","1.0","","1.0","","","2","0","5","2","7"
"zNlw7VrVqRW","qap7LuzNrOE","HD Yoko","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","","","","","","","","1.0","1.0","","","","0","0","10","0","10"
"OziphTTnhOB","qap7LuzNrOE","Infirmerie de la prison - Yoko","RMA2017_39. Nombre de naissances vivantes enregistrees dans la communaute au cours du mois","","","","","1.0","","","","","","","","0","0","11","0","11"
"wvzN1KcMmlY","cJKBOaLcmmN","Centre de Sante Prive Protestant de Yoko","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","","1.0","1.0","1.0","1.0","","","","","","","","0","0","8","0","8"
"RSmXTchRJqY","cJKBOaLcmmN","CMA de Ndjole","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","1.0","1.0","6.0","1.0","1.0","3.0","2.0","2.0","4.0","2.0","1.0","2.0","2.51","2.7","0","4","4"
"uw6cm086opa","cJKBOaLcmmN","CMA Ngambe Tikar","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","11","11","","","15","","17","","","","","","1.17","1.35","104","0","104"
"nZc3rqI1Nji","cJKBOaLcmmN","CS PRIVE LES PREMICES","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","","","","","","","","1.0","","","","","0","0","11","0","11"
"shfmo34VyRC","cJKBOaLcmmN","CSI DE MINFOUMBE","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","","","","3.0","2.0","","3.0","2.0","","","","1.0","1.43","0.67","14","0","14"
"D0qDi21TvD6","cJKBOaLcmmN","CSI Doume","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","2.0","2.0","2.0","5.0","1.0","5.0","3.0","","4.0","7.0","4.0","11","2.39","2.36","4","8","12"
"sR6JNlTJ0to","cJKBOaLcmmN","CSI Kong","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","","","1.0","","","","","","","","","","0","0","11","0","11"
"S3j43hvIIYT","cJKBOaLcmmN","CSI Linte","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","","2.0","","","4.0","8.0","4.0","3.0","","","","","1.67","2.7","28","0","28"
"XPlWSsf0gSI","cJKBOaLcmmN","CSI Mangai","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","5.0","3.0","1.0","2.0","4.0","1.0","4.0","5.0","","2.0","3.0","","1.34","1.35","6","0","6"
"N9jOjZrqhQv","cJKBOaLcmmN","CSI Mankim","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","2.0","2.0","","","3.0","6.0","2.0","2.0","3.0","","2.0","2.0","2.52","0","6","4","10"
"zNlw7VrVqRW","cJKBOaLcmmN","HD Yoko","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","19","11","9.0","10","8.0","10","13","11","11","","","","2.39","5.4","33","9","42"
"OziphTTnhOB","cJKBOaLcmmN","Infirmerie de la prison - Yoko","RMA2020_44. Nombre de nouveau-nés ayant bénéficié d’au moins une consultation post natale dans les 48h suivant l’accouchement","","","","","2.0","","","","","","","","0","0","22","0","22"
"D0qDi21TvD6","HGhuoWSC90u","CSI Doume","RMA2017_41. Nombre de Naissances vivantes prematurees enregistrees au cours du mois","","","","","","","","","","","","2.0","0","0","22","0","22"
"nzv0gQyvNrA","HGhuoWSC90u","CSI Nditam","RMA2017_41. Nombre de Naissances vivantes prematurees enregistrees au cours du mois","","","","1.0","","","","","","","","","0","0","11","0","11"
"zNlw7VrVqRW","HGhuoWSC90u","HD Yoko","RMA2017_41. Nombre de Naissances vivantes prematurees enregistrees au cours du mois","2.0","","","","1.0","","","","","","","","0.71","0.67","15","0","15"
"RSmXTchRJqY","YTpK2PDEkr3","CMA de Ndjole","RMA2017_46. Nombre de Naissances vivantes de poids inferieur a 2500 g enregistrees","","1.0","","","","","","","","","","","0","0","11","0","11"
"D0qDi21TvD6","YTpK2PDEkr3","CSI Doume","RMA2017_46. Nombre de Naissances vivantes de poids inferieur a 2500 g enregistrees","","","","","","","","","","","","2.0","0","0","22","0","22"
"zNlw7VrVqRW","YTpK2PDEkr3","HD Yoko","RMA2017_46. Nombre de Naissances vivantes de poids inferieur a 2500 g enregistrees","","","","","","4.0","","1.0","1.0","","","","1.15","0","9","0","9"
"wvzN1KcMmlY","TDkcCJkRQNK","Centre de Sante Prive Protestant de Yoko","RMA2017_44. Nombre de nouveaux nes asphyxies a la naissance","","","","","","","","","","1.0","1.0","","0","0","10","0","10"
"RSmXTchRJqY","TDkcCJkRQNK","CMA de Ndjole","RMA2017_44. Nombre de nouveaux nes asphyxies a la naissance","","","2.0","","","1.0","","","","","","","0.71","0.67","15","0","15"
"uw6cm086opa","TDkcCJkRQNK","CMA Ngambe Tikar","RMA2017_44. Nombre de nouveaux nes asphyxies a la naissance","1.0","","","","","","","","","","","","0","0","11","0","11"
"sR6JNlTJ0to","TDkcCJkRQNK","CSI Kong","RMA2017_44. Nombre de nouveaux nes asphyxies a la naissance","","","1.0","","","","","","","","","","0","0","11","0","11"
"N9jOjZrqhQv","TDkcCJkRQNK","CSI Mankim","RMA2017_44. Nombre de nouveaux nes asphyxies a la naissance","","","","","","","1.0","1.0","","1.0","","","0","0","9","0","9"
"zNlw7VrVqRW","TDkcCJkRQNK","HD Yoko","RMA2017_44. Nombre de nouveaux nes asphyxies a la naissance","","","1.0","1.0","","","","","","","","","0","0","10","0","10"
"RSmXTchRJqY","eSTPPVZxvdW","CMA de Ndjole","RMA2017_45. Nombre de nouveaux nes asphyxies a la naissance reanimes (au masque et au ballon)","","","2.0","","","1.0","","","","","","","0.71","0.67","15","0","15"
"uw6cm086opa","eSTPPVZxvdW","CMA Ngambe Tikar","RMA2017_45. Nombre de nouveaux nes asphyxies a la naissance reanimes (au masque et au ballon)","","","","","2.0","","","","","","","","0","0","22","0","22"
"sR6JNlTJ0to","eSTPPVZxvdW","CSI Kong","RMA2017_45. Nombre de nouveaux nes asphyxies a la naissance reanimes (au masque et au ballon)","1.0","","","","","","","","","","","","0","0","11","0","11"
"zNlw7VrVqRW","eSTPPVZxvdW","HD Yoko","RMA2017_45. Nombre de nouveaux nes asphyxies a la naissance reanimes (au masque et au ballon)","1.0","","1.0","","","1.0","","","","","","","0","0","9","0","9"
"wvzN1KcMmlY","NWbMw5QLzp5","Centre de Sante Prive Protestant de Yoko","RMA2017_43. Nombre  de nouveaux cas de Nouveaux- nes malades recus au cours du mois (fievre, ictere, refus de teter, lethargie)","","","","","","","","","","1.0","1.0","","0","0","10","0","10"
"uw6cm086opa","NWbMw5QLzp5","CMA Ngambe Tikar","RMA2017_43. Nombre  de nouveaux cas de Nouveaux- nes malades recus au cours du mois (fievre, ictere, refus de teter, lethargie)","2.0","","","","","","","","","","","","0","0","22","0","22"
"sR6JNlTJ0to","NWbMw5QLzp5","CSI Kong","RMA2017_43. Nombre  de nouveaux cas de Nouveaux- nes malades recus au cours du mois (fievre, ictere, refus de teter, lethargie)","1.0","","","","","","","","","","","","0","0","11","0","11"
"zNlw7VrVqRW","NWbMw5QLzp5","HD Yoko","RMA2017_43. Nombre  de nouveaux cas de Nouveaux- nes malades recus au cours du mois (fievre, ictere, refus de teter, lethargie)","","","1.0","","","","1.0","2.0","2.0","","","","0.87","0.67","12","0","12"
"RSmXTchRJqY","qzj1fS5TiOt","CMA de Ndjole","Ptme_26.Enfants nees de meres VIH+ dans la FOSA","","","","","","","","1.0","1.0","","","","0","0","10","0","10"
"uw6cm086opa","qzj1fS5TiOt","CMA Ngambe Tikar","Ptme_26.Enfants nees de meres VIH+ dans la FOSA","","","","","","","","2.0","","","","2.0","0","0","20","0","20"
"nZc3rqI1Nji","qzj1fS5TiOt","CS PRIVE LES PREMICES","Ptme_26.Enfants nees de meres VIH+ dans la FOSA","","","","","","","","1.0","","","","","0","0","11","0","11"
"N9jOjZrqhQv","qzj1fS5TiOt","CSI Mankim","Ptme_26.Enfants nees de meres VIH+ dans la FOSA","","2.0","","","","","","","","","","","0","0","22","0","22"
"zNlw7VrVqRW","qzj1fS5TiOt","HD Yoko","Ptme_26.Enfants nees de meres VIH+ dans la FOSA","","","","","","1.0","","","","","","","0","0","11","0","11"
"N9jOjZrqhQv","XCAkboiS8tn","CSI Mankim","RMA2020_100. Nombre d’enfants nés de mères VHB+ dans la FOSA","","2.0","","","","","","","","","","","0","0","22","0","22"
"uw6cm086opa","pIHC9ycZlIj","CMA Ngambe Tikar","Ptme_27.Enfants nes de mere VIH+ ayant debute la Nevirapine dans les 72 heures","","","","","","","","","","","","2.0","0","0","22","0","22"
"nZc3rqI1Nji","pIHC9ycZlIj","CS PRIVE LES PREMICES","Ptme_27.Enfants nes de mere VIH+ ayant debute la Nevirapine dans les 72 heures","","","","","","","","1.0","","","","","0","0","11","0","11"
"N9jOjZrqhQv","pIHC9ycZlIj","CSI Mankim","Ptme_27.Enfants nes de mere VIH+ ayant debute la Nevirapine dans les 72 heures","","2.0","","","","","","","","","","","0","0","22","0","22"
"zNlw7VrVqRW","pIHC9ycZlIj","HD Yoko","Ptme_27.Enfants nes de mere VIH+ ayant debute la Nevirapine dans les 72 heures","","","","","","1.0","","","","","","","0","0","11","0","11"
"RSmXTchRJqY","hKUfmMPf6Rc","CMA de Ndjole","RMA2017_47. Nombre de Mort-nes enregistres dans la formation sanitaire","","","","1.0","1.0","","1.0","1.0","","","","","0","0","8","0","8"
"uw6cm086opa","hKUfmMPf6Rc","CMA Ngambe Tikar","RMA2017_47. Nombre de Mort-nes enregistres dans la formation sanitaire","2.0","2.0","","","3.0","","","","","","","","1.15","0","18","0","18"
"shfmo34VyRC","hKUfmMPf6Rc","CSI DE MINFOUMBE","RMA2017_47. Nombre de Mort-nes enregistres dans la formation sanitaire","","","","","","","1.0","","","","","","0","0","11","0","11"
"D0qDi21TvD6","hKUfmMPf6Rc","CSI Doume","RMA2017_47. Nombre de Mort-nes enregistres dans la formation sanitaire","1.0","","","","","","","","","","","","0","0","11","0","11"
"N9jOjZrqhQv","hKUfmMPf6Rc","CSI Mankim","RMA2017_47. Nombre de Mort-nes enregistres dans la formation sanitaire","","","","","","","1.0","1.0","","1.0","","","0","0","9","0","9"
"zNlw7VrVqRW","hKUfmMPf6Rc","HD Yoko","RMA2017_47. Nombre de Mort-nes enregistres dans la formation sanitaire","","","","1.0","2.0","","","","","","","","0.71","0.67","15","0","15"
